order_id,customer_id,order_date,order_timestamp,status,payment_method,shipping_city,shipping_state,shipping_zip,subtotal,shipping_cost,tax,total
2695,3235,2023-11-26,2023-11-26 01:31:49,delivered,credit_card,South Pamelaland,NJ,60540,97.86,0.0,8.97,106.83
2696,11519,2023-09-29,2023-09-29 22:12:38,delivered,debit_card,East Kenneth,MI,56357,597.51,0.0,47.73,645.24
2697,11165,2024-04-06,2024-04-06 11:46:10,completed,debit_card,Charlesmouth,DC,67260,284.8,0.0,24.42,309.22
2698,9050,2023-04-03,2023-04-03 14:09:06,completed,debit_card,Gabrielhaven,IL,45918,1971.78,0.0,146.61,2118.39
2699,6101,2024-10-30,2024-10-30 19:26:34,completed,credit_card,New Jared,MT,05644,1651.46,0.0,133.58,1785.04
2700,6301,2023-01-05,2023-01-05 08:17:14,shipped,google_pay,North Ronnie,MI,60349,128.33,0.0,7.93,136.26
2701,6723,2023-03-26,2023-03-26 19:02:25,cancelled,credit_card,South Dorothyside,FL,16248,765.4,0.0,61.68,827.08
2702,3214,2023-08-15,2023-08-15 11:07:04,cancelled,paypal,New Edwardtown,NC,88742,746.59,0.0,48.9,795.49
2703,3326,2023-09-04,2023-09-04 10:37:59,delivered,debit_card,Michaelland,OK,59169,280.0,0.0,20.92,300.92
2704,7580,2023-12-01,2023-12-01 17:49:52,cancelled,google_pay,South Faithhaven,WI,83226,737.34,0.0,41.36,778.7
2705,7823,2023-11-23,2023-11-23 14:33:14,completed,credit_card,Lake Cindy,FL,29270,545.23,0.0,43.38,588.61
2706,3235,2024-02-09,2024-02-09 15:12:31,completed,paypal,South Pamelaland,NJ,60540,1603.24,0.0,138.45,1741.69
2707,8950,2024-04-05,2024-04-05 19:02:31,delivered,credit_card,North Thomasfurt,PW,67721,451.96,0.0,40.31,492.27
2708,7264,2024-10-07,2024-10-07 09:06:54,completed,debit_card,Smithbury,AK,87291,157.25,0.0,11.18,168.43
2709,7157,2023-11-28,2023-11-28 10:26:26,shipped,debit_card,Andrebury,IN,49535,987.2,0.0,71.12,1058.32
2710,10902,2024-07-20,2024-07-20 16:49:26,delivered,credit_card,Sarahmouth,RI,57806,1609.5,0.0,96.65,1706.15
2711,8042,2023-05-14,2023-05-14 15:34:49,delivered,paypal,Johnsonville,VI,47295,355.98,0.0,31.53,387.51
2712,7750,2024-08-04,2024-08-04 01:43:12,shipped,credit_card,Port Ruth,PR,52040,67.01,0.0,4.78,71.79
2713,4211,2023-08-17,2023-08-17 10:44:40,delivered,apple_pay,Perezshire,DE,22063,279.8,0.0,15.07,294.87
2714,1906,2023-07-21,2023-07-21 23:15:35,completed,apple_pay,Johnsonton,CO,03166,28.73,4.3,2.77,35.8
2715,11557,2023-03-03,2023-03-03 08:29:29,shipped,debit_card,North Sandraview,NM,18934,278.14,0.0,25.97,304.11
2716,6723,2023-03-15,2023-03-15 12:02:06,delivered,credit_card,South Dorothyside,FL,16248,1627.44,0.0,144.17,1771.61
2717,3235,2024-04-22,2024-04-22 16:33:11,completed,paypal,South Pamelaland,NJ,60540,393.99,0.0,34.11,428.1
2718,10681,2023-09-06,2023-09-06 13:21:24,completed,paypal,Tylertown,CT,01789,102.18,0.0,5.14,107.32
2719,2325,2024-10-27,2024-10-27 11:00:38,cancelled,debit_card,North Karenland,MD,50972,851.02,0.0,62.33,913.35
2720,3272,2024-12-07,2024-12-07 17:06:43,completed,gift_card,Port Williamton,MH,60280,201.32,0.0,19.36,220.68
2721,7575,2023-07-21,2023-07-21 14:41:49,completed,credit_card,Ramosmouth,HI,95777,338.86,0.0,20.35,359.21
2722,79,2023-09-16,2023-09-16 18:10:44,delivered,credit_card,East Angelaport,WI,91003,2565.35,0.0,170.93,2736.28
2723,11550,2024-08-01,2024-08-01 12:59:14,shipped,credit_card,East Robertmouth,VA,92641,258.98,0.0,22.0,280.98
2724,5692,2023-03-31,2023-03-31 09:23:23,completed,credit_card,Bruceland,UT,05986,150.25,0.0,12.14,162.39
2725,11381,2024-05-08,2024-05-08 23:29:06,delivered,apple_pay,Paulbury,MT,86568,527.23,0.0,32.92,560.15
2726,5922,2024-11-19,2024-11-19 21:45:09,delivered,debit_card,Evansland,IA,73373,45.08,4.14,2.52,51.74
2727,6736,2023-07-25,2023-07-25 20:13:36,shipped,google_pay,East Daniel,ME,89978,267.46,0.0,19.08,286.54
2728,948,2023-11-29,2023-11-29 08:35:15,completed,credit_card,East Courtneyshire,WV,01957,36.56,5.96,3.57,46.09
2729,9768,2023-12-17,2023-12-17 19:17:20,returned,debit_card,Nguyenton,WV,95746,118.59,0.0,8.66,127.25
2730,9710,2023-01-29,2023-01-29 12:28:51,completed,debit_card,Port Davidfort,CA,29460,1327.45,0.0,103.72,1431.17
2731,3235,2024-06-08,2024-06-08 20:36:05,refunded,paypal,South Pamelaland,NJ,60540,1069.88,0.0,81.95,1151.83
2732,4304,2024-11-16,2024-11-16 13:28:46,cancelled,paypal,Port Briana,ID,87795,866.26,0.0,82.63,948.89
2733,4556,2024-11-29,2024-11-29 19:32:49,delivered,debit_card,Brendanside,WV,72768,378.02,0.0,26.35,404.37
2734,11570,2023-11-26,2023-11-26 19:25:57,delivered,debit_card,Jamesstad,NY,92979,37.01,7.01,3.63,47.65
2735,2109,2024-02-01,2024-02-01 10:55:16,completed,debit_card,Yatesbury,KS,11760,1626.6,0.0,113.49,1740.09
2736,7434,2024-08-08,2024-08-08 17:20:23,delivered,gift_card,Castroberg,AZ,04140,499.65,0.0,44.19,543.84
2737,4506,2023-10-13,2023-10-13 08:49:21,returned,credit_card,Melissafort,MS,74985,414.78,0.0,25.35,440.13
2738,3235,2024-02-16,2024-02-16 10:46:31,shipped,debit_card,South Pamelaland,NJ,60540,2287.51,0.0,160.71,2448.22
2739,3802,2023-11-27,2023-11-27 15:02:37,delivered,credit_card,East Donald,MH,10135,974.14,0.0,70.78,1044.92
2740,2271,2023-06-05,2023-06-05 14:22:10,delivered,apple_pay,Bobbyfort,WY,74814,1972.97,0.0,155.22,2128.19
2741,8362,2024-08-23,2024-08-23 15:39:50,delivered,credit_card,North Jamesview,NH,51830,80.94,0.0,5.35,86.29
2742,924,2024-06-21,2024-06-21 18:42:27,cancelled,credit_card,East Melissa,PW,39739,286.81,0.0,28.2,315.01
2743,3235,2024-02-26,2024-02-26 17:55:50,returned,debit_card,South Pamelaland,NJ,60540,2232.21,0.0,135.71,2367.92
2744,9672,2024-07-13,2024-07-13 16:43:57,shipped,credit_card,North Benjamin,SC,52015,1113.99,0.0,82.41,1196.4
2745,7009,2024-12-19,2024-12-19 08:10:20,shipped,credit_card,Port Robinview,ME,09951,1180.24,0.0,93.05,1273.29
2746,6893,2024-11-05,2024-11-05 10:48:26,shipped,paypal,North Ronaldport,LA,01309,263.84,0.0,25.07,288.91
2747,905,2023-12-10,2023-12-10 19:49:49,completed,apple_pay,Lake Kellimouth,DC,66190,664.14,0.0,62.53,726.67
2748,10137,2024-10-04,2024-10-04 14:59:32,completed,credit_card,East Matthew,MI,14607,952.81,0.0,66.24,1019.05
2749,3235,2024-09-17,2024-09-17 14:36:39,delivered,credit_card,South Pamelaland,NJ,60540,3787.66,0.0,326.42,4114.08
2750,3235,2024-10-11,2024-10-11 19:17:27,shipped,credit_card,South Pamelaland,NJ,60540,315.83,0.0,20.99,336.82
2751,5816,2024-02-13,2024-02-13 21:36:04,completed,credit_card,New Jeffreystad,MA,08315,225.45,0.0,20.41,245.86
2752,3737,2024-01-14,2024-01-14 06:50:36,completed,credit_card,Castilloberg,SC,71211,1950.89,0.0,190.45,2141.34
2753,10125,2024-08-27,2024-08-27 08:27:54,shipped,paypal,Samuelchester,NC,75778,1082.96,0.0,74.42,1157.38
2754,11345,2023-04-10,2023-04-10 00:45:05,completed,credit_card,Terrifort,NY,14684,4049.91,0.0,362.62,4412.53
2755,1538,2023-03-14,2023-03-14 12:28:42,delivered,paypal,North William,WV,29778,174.17,0.0,10.25,184.42
2756,4279,2023-06-15,2023-06-15 12:00:39,delivered,paypal,East Sean,AR,49057,10.49,8.24,0.57,19.3
2757,3235,2024-09-20,2024-09-20 21:49:46,delivered,debit_card,South Pamelaland,NJ,60540,3720.24,0.0,287.67,4007.91
2758,11734,2023-05-19,2023-05-19 08:19:08,delivered,apple_pay,Patriciashire,WI,45508,78.88,0.0,7.21,86.09
2759,5139,2023-07-25,2023-07-25 17:48:16,returned,paypal,Marshallshire,TN,50044,28.85,4.07,2.38,35.3
2760,3235,2024-09-03,2024-09-03 07:18:23,cancelled,paypal,South Pamelaland,NJ,60540,85.96,0.0,7.35,93.31
2761,2441,2023-06-18,2023-06-18 01:40:36,delivered,credit_card,Dennishaven,AR,07360,266.48,0.0,22.54,289.02
2762,1385,2023-12-04,2023-12-04 15:49:24,refunded,credit_card,Ortizhaven,MN,67585,700.58,0.0,43.34,743.92
2763,8281,2023-11-12,2023-11-12 05:02:22,shipped,credit_card,South Stephanie,MD,87759,515.11,0.0,44.82,559.93
2764,7677,2024-06-21,2024-06-21 11:41:43,completed,credit_card,Michaelchester,MH,29084,244.64,0.0,16.53,261.17
2765,11787,2023-11-21,2023-11-21 20:09:47,shipped,debit_card,Danielbury,MD,24821,203.08,0.0,12.37,215.45
2766,1972,2024-08-06,2024-08-06 16:37:33,shipped,google_pay,Woodbury,AL,24028,1967.15,0.0,165.72,2132.87
2767,3903,2024-12-03,2024-12-03 01:35:21,returned,credit_card,West Jorge,KY,02989,694.94,0.0,47.55,742.49
2768,1407,2024-11-21,2024-11-21 07:59:16,shipped,google_pay,Jasonton,IN,08270,690.87,0.0,50.37,741.24
2769,8973,2023-11-22,2023-11-22 15:46:58,completed,paypal,New Emily,MD,14374,806.74,0.0,52.3,859.04
2770,10236,2023-12-08,2023-12-08 05:37:11,pending,gift_card,Ruizmouth,MD,82213,2068.81,0.0,159.97,2228.78
2771,11116,2023-09-02,2023-09-02 20:28:15,cancelled,paypal,South Mary,OR,17151,1307.19,0.0,113.88,1421.07
2772,10236,2023-11-29,2023-11-29 21:54:57,shipped,credit_card,Ruizmouth,MD,82213,1924.31,0.0,104.8,2029.11
2773,6509,2024-08-17,2024-08-17 13:28:34,completed,paypal,Martinezborough,PA,20213,102.63,0.0,9.11,111.74
2774,172,2023-11-08,2023-11-08 06:30:26,completed,paypal,Townsendborough,KY,07456,529.23,0.0,39.21,568.44
2775,10236,2024-12-23,2024-12-23 19:24:14,returned,debit_card,Ruizmouth,MD,82213,203.69,0.0,18.77,222.46
2776,172,2023-12-17,2023-12-17 16:44:39,returned,debit_card,Townsendborough,KY,07456,666.06,0.0,64.97,731.03
2777,5784,2023-07-13,2023-07-13 16:08:01,shipped,apple_pay,South Thomasport,NV,29527,330.39,0.0,24.86,355.25
2778,6101,2024-11-21,2024-11-21 14:09:39,shipped,credit_card,New Jared,MT,05644,493.09,0.0,32.48,525.57
2779,4373,2023-11-25,2023-11-25 11:24:26,delivered,debit_card,Lake Catherine,NE,19302,866.19,0.0,86.5,952.69
2780,3235,2024-10-14,2024-10-14 14:20:39,completed,google_pay,South Pamelaland,NJ,60540,1375.57,0.0,97.55,1473.12
2781,8686,2024-11-23,2024-11-23 09:44:42,delivered,google_pay,East Allison,NV,73575,302.9,0.0,28.58,331.48
2782,4520,2024-12-07,2024-12-07 12:36:53,completed,credit_card,Alexandershire,OR,83953,348.02,0.0,24.87,372.89
2783,9179,2023-09-16,2023-09-16 18:07:45,completed,debit_card,South Nicholas,OR,23721,649.51,0.0,42.38,691.89
2784,11519,2023-05-01,2023-05-01 16:35:36,completed,google_pay,East Kenneth,MI,56357,568.02,0.0,35.73,603.75
2785,2523,2023-07-15,2023-07-15 18:57:04,delivered,credit_card,West Rachelport,MP,35946,99.92,0.0,5.97,105.89
2786,1562,2023-04-17,2023-04-17 19:02:13,completed,google_pay,Rodriguezshire,MH,08685,156.74,0.0,9.6,166.34
2787,3235,2023-11-27,2023-11-27 20:25:39,completed,credit_card,South Pamelaland,NJ,60540,456.04,0.0,26.36,482.4
2788,6281,2023-02-09,2023-02-09 05:36:16,completed,debit_card,West Eric,NY,40279,402.36,0.0,25.51,427.87
2789,3223,2023-01-11,2023-01-11 10:41:48,delivered,credit_card,North Kevinchester,WV,34082,170.67,0.0,14.81,185.48
2790,1080,2023-03-15,2023-03-15 13:24:05,cancelled,paypal,Michaelland,GA,74282,377.83,0.0,25.03,402.86
2791,11327,2024-03-26,2024-03-26 18:38:52,shipped,credit_card,South Leah,MP,58575,339.06,0.0,21.09,360.15
2792,11730,2024-07-23,2024-07-23 08:13:03,cancelled,credit_card,North Jill,PR,63514,558.03,0.0,39.73,597.76
2793,10212,2023-08-14,2023-08-14 12:25:56,cancelled,debit_card,Joneshaven,IL,78268,1447.3,0.0,97.85,1545.15
2794,11867,2023-05-19,2023-05-19 00:37:23,returned,paypal,Jessicaberg,SC,07761,2421.42,0.0,202.92,2624.34
2795,6101,2023-10-26,2023-10-26 05:24:18,delivered,paypal,New Jared,MT,05644,843.85,0.0,75.37,919.22
2796,10130,2024-04-16,2024-04-16 16:28:56,cancelled,credit_card,North Danielborough,MD,98002,2166.4,0.0,184.12,2350.52
2797,5559,2023-02-12,2023-02-12 12:02:36,completed,debit_card,Floresborough,TX,41259,182.63,0.0,11.15,193.78
2798,7985,2023-11-30,2023-11-30 22:55:21,returned,credit_card,South Matthew,OK,08509,1180.44,0.0,94.54,1274.98
2799,172,2023-11-28,2023-11-28 19:27:41,cancelled,debit_card,Townsendborough,KY,07456,166.55,0.0,9.48,176.03
2800,11868,2024-12-09,2024-12-09 09:20:03,completed,debit_card,East Andrewland,CA,59579,1933.62,0.0,156.09,2089.71
2801,10014,2024-11-03,2024-11-03 00:01:23,completed,credit_card,Lake Larry,AZ,89110,927.52,0.0,64.45,991.97
2802,10130,2024-07-18,2024-07-18 15:23:13,delivered,paypal,North Danielborough,MD,98002,914.91,0.0,55.47,970.38
2803,5177,2023-11-30,2023-11-30 10:58:59,completed,gift_card,North Kevin,CA,73557,858.06,0.0,67.1,925.16
2804,3956,2024-11-04,2024-11-04 21:47:34,completed,debit_card,New Joseph,NM,66644,44.18,5.71,2.5,52.39
2805,10236,2023-11-23,2023-11-23 13:50:48,shipped,credit_card,Ruizmouth,MD,82213,975.41,0.0,87.62,1063.03
2806,3235,2024-11-30,2024-11-30 11:16:43,completed,debit_card,South Pamelaland,NJ,60540,116.58,0.0,6.39,122.97
2807,3956,2023-11-01,2023-11-01 11:31:23,shipped,paypal,New Joseph,NM,66644,4278.68,0.0,311.25,4589.93
2808,5539,2023-11-29,2023-11-29 14:50:13,completed,apple_pay,South Mason,MN,09747,920.76,0.0,54.66,975.42
2809,183,2024-12-11,2024-12-11 20:04:09,shipped,apple_pay,Port Jordanshire,AR,19655,641.32,0.0,46.69,688.01
2810,3768,2023-08-22,2023-08-22 17:30:13,returned,apple_pay,Mariafort,NV,19171,550.81,0.0,51.0,601.81
2811,11149,2023-12-25,2023-12-25 09:05:14,shipped,debit_card,Beltranhaven,WV,51992,338.8,0.0,30.87,369.67
2812,6395,2023-01-22,2023-01-22 08:09:35,delivered,apple_pay,Alanhaven,SC,28132,87.99,0.0,5.94,93.93
2813,4007,2024-04-13,2024-04-13 15:04:09,completed,apple_pay,Christyfort,CT,86687,1607.85,0.0,122.71,1730.56
2814,7282,2023-08-06,2023-08-06 22:16:23,completed,credit_card,Dukeport,VA,31150,1419.83,0.0,97.75,1517.58
2815,2221,2024-03-30,2024-03-30 07:20:21,refunded,paypal,Morrisside,AS,10678,298.28,0.0,20.96,319.24
2816,4279,2024-03-31,2024-03-31 08:04:21,completed,credit_card,East Sean,AR,49057,83.49,0.0,7.91,91.4
2817,1008,2024-04-25,2024-04-25 13:36:11,refunded,debit_card,Coxport,OK,82185,143.67,0.0,11.35,155.02
2818,558,2023-12-08,2023-12-08 12:52:52,delivered,credit_card,Port Teresa,LA,96542,519.43,0.0,41.65,561.08
2819,9977,2023-11-27,2023-11-27 11:50:17,completed,credit_card,Lake Kelly,NV,08035,215.95,0.0,18.44,234.39
2820,5104,2023-04-07,2023-04-07 13:28:15,refunded,credit_card,West Charles,IL,29879,1159.9,0.0,58.57,1218.47
2821,4599,2023-07-07,2023-07-07 08:38:21,completed,paypal,Patriciaton,NE,99134,533.14,0.0,39.4,572.54
2822,8299,2023-06-02,2023-06-02 06:56:03,shipped,credit_card,Mullenton,UT,60806,952.87,0.0,83.69,1036.56
2823,9405,2023-02-20,2023-02-20 16:41:42,delivered,credit_card,Howellfort,NC,39324,849.38,0.0,62.99,912.37
2824,6978,2023-11-26,2023-11-26 22:22:49,returned,apple_pay,Victorstad,NE,74407,1055.2,0.0,53.65,1108.85
2825,7381,2024-11-30,2024-11-30 10:03:08,delivered,paypal,Port Jennifer,MD,59045,115.89,0.0,10.63,126.52
2826,2876,2024-11-19,2024-11-19 03:39:50,completed,apple_pay,Mccallbury,WV,33555,53.58,0.0,4.63,58.21
2827,62,2023-08-05,2023-08-05 07:53:53,delivered,credit_card,North Joseph,TX,79795,1212.82,0.0,80.09,1292.91
2828,3235,2024-12-30,2024-12-30 08:03:49,completed,google_pay,South Pamelaland,NJ,60540,3073.95,0.0,237.7,3311.65
2829,9405,2023-12-06,2023-12-06 19:38:23,shipped,apple_pay,Howellfort,NC,39324,495.51,0.0,35.79,531.3
2830,4211,2023-09-24,2023-09-24 20:43:41,delivered,apple_pay,Perezshire,DE,22063,757.18,0.0,65.61,822.79
2831,10130,2024-06-08,2024-06-08 10:36:36,shipped,debit_card,North Danielborough,MD,98002,2267.41,0.0,168.8,2436.21
2832,8694,2024-11-30,2024-11-30 14:30:39,returned,apple_pay,North Vincenthaven,DE,41649,65.08,0.0,4.58,69.66
2833,4903,2024-10-23,2024-10-23 18:02:25,pending,apple_pay,Hendersonfurt,ND,56014,1566.1,0.0,143.93,1710.03
2834,3235,2023-11-23,2023-11-23 07:32:57,completed,credit_card,South Pamelaland,NJ,60540,639.43,0.0,54.18,693.61
2835,979,2024-02-09,2024-02-09 10:11:13,delivered,debit_card,Lake Johnnyside,CO,59187,3471.69,0.0,312.24,3783.93
2836,7619,2024-12-09,2024-12-09 12:10:54,shipped,credit_card,Burnsburgh,FL,43499,345.55,0.0,34.48,380.03
2837,5254,2024-08-01,2024-08-01 11:06:56,returned,debit_card,North Jordanshire,IL,08548,52.71,0.0,2.8,55.51
2838,2743,2023-12-05,2023-12-05 06:58:39,completed,paypal,North Sonyachester,MI,90469,270.42,0.0,24.33,294.75
2839,1103,2023-09-30,2023-09-30 17:44:57,completed,apple_pay,New Jamiestad,MA,83702,894.11,0.0,60.54,954.65
2840,8158,2023-01-20,2023-01-20 18:11:21,completed,credit_card,Danaland,IN,35007,180.67,0.0,10.31,190.98
2841,6848,2024-02-25,2024-02-25 14:22:44,completed,credit_card,Joshuaport,MT,88418,50.61,0.0,4.5,55.11
2842,8726,2023-09-19,2023-09-19 18:26:39,completed,credit_card,East Kaitlyn,PW,73093,132.18,0.0,9.71,141.89
2843,3838,2023-08-20,2023-08-20 04:39:32,completed,paypal,Gonzalezport,PR,41610,663.11,0.0,38.15,701.26
2844,3231,2024-12-07,2024-12-07 11:33:26,delivered,debit_card,Natalieshire,AS,90367,222.66,0.0,14.54,237.2
2845,7769,2024-08-25,2024-08-25 17:00:37,completed,debit_card,Reedmouth,CO,06812,34.48,9.27,2.73,46.48
2846,10316,2024-10-21,2024-10-21 19:05:44,delivered,paypal,Aguilarview,AK,61829,86.61,0.0,4.61,91.22
2847,5697,2023-03-10,2023-03-10 08:50:12,delivered,google_pay,East Steventown,IA,53974,844.18,0.0,63.65,907.83
2848,10104,2023-03-18,2023-03-18 17:59:30,completed,debit_card,New Kristen,PA,14421,51.66,0.0,2.68,54.34
2849,2055,2024-11-19,2024-11-19 20:09:50,shipped,apple_pay,Stevenborough,RI,68777,1036.62,0.0,85.05,1121.67
2850,3235,2024-06-11,2024-06-11 15:43:38,cancelled,debit_card,South Pamelaland,NJ,60540,130.16,0.0,12.62,142.78
2851,8678,2023-02-13,2023-02-13 19:10:11,shipped,gift_card,Patelville,MO,64621,26.03,6.9,1.62,34.55
2852,3235,2023-12-04,2023-12-04 16:44:12,delivered,credit_card,South Pamelaland,NJ,60540,1474.95,0.0,133.91,1608.86
2853,3235,2024-09-09,2024-09-09 10:34:25,delivered,paypal,South Pamelaland,NJ,60540,268.94,0.0,24.59,293.53
2854,3235,2024-03-11,2024-03-11 08:11:50,completed,paypal,South Pamelaland,NJ,60540,250.42,0.0,17.1,267.52
2855,8307,2024-09-16,2024-09-16 16:56:32,cancelled,credit_card,Rhondaport,OK,87709,427.89,0.0,31.9,459.79
2856,6101,2024-10-04,2024-10-04 14:42:11,cancelled,credit_card,New Jared,MT,05644,1513.7,0.0,129.76,1643.46
2857,3956,2023-04-23,2023-04-23 19:23:15,shipped,gift_card,New Joseph,NM,66644,82.97,0.0,5.38,88.35
2858,3235,2024-04-09,2024-04-09 10:42:36,cancelled,paypal,South Pamelaland,NJ,60540,455.14,0.0,41.32,496.46
2859,9873,2024-07-07,2024-07-07 05:24:01,completed,credit_card,Griffithshire,MT,50805,171.67,0.0,16.18,187.85
2860,8973,2024-11-29,2024-11-29 15:44:22,returned,credit_card,New Emily,MD,14374,451.8,0.0,25.77,477.57
2861,7381,2023-08-28,2023-08-28 16:40:46,completed,credit_card,Port Jennifer,MD,59045,1027.08,0.0,97.54,1124.62
2862,2901,2024-10-24,2024-10-24 22:58:09,completed,apple_pay,Millerburgh,DE,80978,394.36,0.0,21.94,416.3
2863,172,2023-12-20,2023-12-20 10:12:55,delivered,paypal,Townsendborough,KY,07456,449.69,0.0,44.23,493.92
2864,9443,2024-08-05,2024-08-05 20:40:57,completed,paypal,New Sarahfort,ND,28118,555.11,0.0,44.05,599.16
2865,8,2024-03-08,2024-03-08 06:42:45,completed,paypal,Lake Debbie,NH,41942,1184.88,0.0,104.06,1288.94
2866,3944,2023-11-01,2023-11-01 08:29:10,shipped,credit_card,Davidburgh,ID,80212,22.59,6.6,1.57,30.76
2867,3588,2023-12-09,2023-12-09 08:36:32,completed,debit_card,Lake Jacqueline,PW,20841,25.91,9.21,1.39,36.51
2868,11792,2023-11-28,2023-11-28 19:06:15,delivered,debit_card,Lake Larryfurt,NH,74636,144.58,0.0,13.52,158.1
2869,7040,2024-07-11,2024-07-11 11:18:44,completed,credit_card,Port Michelle,TX,47091,512.12,0.0,47.6,559.72
2870,172,2023-08-13,2023-08-13 13:12:02,completed,debit_card,Townsendborough,KY,07456,511.53,0.0,51.14,562.67
2871,6149,2024-08-19,2024-08-19 20:45:25,cancelled,credit_card,Donnashire,ME,58019,142.0,0.0,8.95,150.95
2872,7819,2024-11-27,2024-11-27 16:22:24,delivered,credit_card,Erinborough,WA,09921,410.49,0.0,36.88,447.37
2873,4625,2024-12-21,2024-12-21 10:47:40,delivered,paypal,West Robert,CO,30806,114.47,0.0,5.81,120.28
2874,1632,2023-12-15,2023-12-15 17:29:41,delivered,debit_card,Bishopmouth,KY,32845,55.13,0.0,4.67,59.8
2875,8959,2024-09-24,2024-09-24 16:34:12,completed,credit_card,Jesseton,DC,62464,471.0,0.0,27.19,498.19
2876,3615,2023-10-01,2023-10-01 12:51:10,shipped,apple_pay,Estradaview,OK,50491,86.2,0.0,7.08,93.28
2877,7869,2023-02-23,2023-02-23 08:14:31,delivered,debit_card,Jennifermouth,MD,18740,372.85,0.0,28.48,401.33
2878,8783,2023-10-11,2023-10-11 09:32:56,pending,paypal,Myersberg,MT,11855,906.36,0.0,63.64,970.0
2879,657,2024-09-22,2024-09-22 17:23:43,completed,google_pay,South Oliviahaven,UT,04927,499.5,0.0,40.15,539.65
2880,10236,2024-11-24,2024-11-24 16:27:19,completed,apple_pay,Ruizmouth,MD,82213,554.54,0.0,51.51,606.05
2881,5255,2023-01-14,2023-01-14 06:09:07,returned,debit_card,West Thomasberg,VT,89705,760.59,0.0,43.41,804.0
2882,11418,2024-03-20,2024-03-20 19:26:28,completed,credit_card,East Robertmouth,ME,10526,157.79,0.0,12.12,169.91
2883,4935,2023-08-07,2023-08-07 09:03:50,delivered,paypal,New Alexandermouth,AL,12733,333.1,0.0,21.55,354.65
2884,3235,2024-11-30,2024-11-30 20:06:30,completed,paypal,South Pamelaland,NJ,60540,378.9,0.0,23.52,402.42
2885,5635,2023-04-30,2023-04-30 14:53:43,shipped,debit_card,North Kimberlyville,NJ,37058,95.24,0.0,7.39,102.63
2886,10236,2024-01-06,2024-01-06 20:49:23,cancelled,debit_card,Ruizmouth,MD,82213,556.16,0.0,46.39,602.55
2887,3235,2024-05-30,2024-05-30 19:17:39,delivered,credit_card,South Pamelaland,NJ,60540,919.8,0.0,90.06,1009.86
2888,6101,2023-11-19,2023-11-19 10:27:23,completed,credit_card,New Jared,MT,05644,166.55,0.0,14.61,181.16
2889,11486,2024-01-26,2024-01-26 19:00:11,delivered,apple_pay,Rodriguezmouth,OH,52478,2696.88,0.0,151.06,2847.94
2890,625,2024-11-27,2024-11-27 14:01:18,shipped,paypal,Rossmouth,WY,26239,3553.21,0.0,343.44,3896.65
2891,5410,2023-11-28,2023-11-28 16:05:42,delivered,gift_card,Lake Pamelahaven,NC,36771,621.11,0.0,48.95,670.06
2892,3235,2024-07-29,2024-07-29 10:07:38,completed,credit_card,South Pamelaland,NJ,60540,653.6,0.0,35.82,689.42
2893,4279,2023-06-18,2023-06-18 20:36:16,cancelled,google_pay,East Sean,AR,49057,1628.41,0.0,108.21,1736.62
2894,3235,2024-01-23,2024-01-23 07:08:51,delivered,google_pay,South Pamelaland,NJ,60540,411.14,0.0,37.05,448.19
2895,172,2023-11-23,2023-11-23 10:55:45,cancelled,apple_pay,Townsendborough,KY,07456,2689.25,0.0,217.93,2907.18
2896,11853,2024-10-31,2024-10-31 22:22:49,delivered,apple_pay,Williamburgh,NJ,49963,356.65,0.0,26.65,383.3
2897,3235,2024-02-24,2024-02-24 12:26:56,completed,credit_card,South Pamelaland,NJ,60540,195.14,0.0,18.58,213.72
2898,5346,2024-11-24,2024-11-24 19:26:12,completed,debit_card,Cummingshaven,AS,59659,752.7,0.0,38.17,790.87
2899,4255,2024-12-22,2024-12-22 18:13:53,returned,paypal,Meyermouth,SD,70004,38.67,8.27,2.82,49.76
2900,5695,2023-12-24,2023-12-24 08:52:18,refunded,credit_card,Davidside,KY,95292,1103.09,0.0,61.45,1164.54
2901,804,2024-11-30,2024-11-30 13:12:57,completed,debit_card,North Jeremy,OR,17548,333.1,0.0,24.63,357.73
2902,7869,2024-04-30,2024-04-30 11:04:13,shipped,paypal,Jennifermouth,MD,18740,171.36,0.0,11.84,183.2
2903,3235,2024-12-09,2024-12-09 10:54:54,delivered,debit_card,South Pamelaland,NJ,60540,1857.3,0.0,150.38,2007.68
2904,8465,2023-06-10,2023-06-10 12:14:22,pending,credit_card,Jamesfort,NH,87964,69.33,0.0,5.38,74.71
2905,5993,2023-09-30,2023-09-30 17:22:20,shipped,debit_card,Patriciashire,HI,29486,91.17,0.0,6.8,97.97
2906,9691,2024-09-29,2024-09-29 14:05:08,completed,debit_card,East Eric,RI,40362,1226.68,0.0,81.08,1307.76
2907,3235,2024-11-05,2024-11-05 10:18:04,completed,gift_card,South Pamelaland,NJ,60540,6951.33,0.0,551.15,7502.48
2908,3235,2024-04-27,2024-04-27 18:24:18,completed,debit_card,South Pamelaland,NJ,60540,755.81,0.0,74.18,829.99
2909,9483,2023-01-17,2023-01-17 19:42:37,delivered,credit_card,Lake Heather,NJ,78291,142.9,0.0,13.47,156.37
2910,2006,2023-11-15,2023-11-15 19:22:14,completed,debit_card,East Natalie,PR,30336,2248.85,0.0,162.09,2410.94
2911,7377,2024-03-09,2024-03-09 08:10:08,completed,debit_card,Lake Michaelbury,SD,75774,372.07,0.0,26.01,398.08
